cod interno do cliente,Descrição,codigo fornecedores,Detalhe,Aplicação,Diam.Copinho,Diam.Rolamento,Face a Face Cruzeta
050.44A.STH,JUNTA AUTOMOTIVA,HJU821,COMPOSTA DE TA601(Ө 13/16''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA604(□ 3/4''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44A.STU,JUNTA AUTOMOTIVA,CR105,COMPOSTA DE CR28(Ө 13/16''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR52(□ 3/4''CURTO/MEDE 70.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44B.AEM,JUNTA AUTOMOTIVA,JA679,COMPOSTA DE TA601(Ө 13/16''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA621(□ 7/8''LONGO/MEDE 125.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44B.STH,COLUNA DE DIRECAO,RCD144,LADO 1= 31 estrias x LADO 2= 79 estrias / Comprimento fechado= 610 mm,VW 13.180 / 17.280,,,
050.44B.STU,JUNTA AUTOMOTIVA,CR106,COMPOSTA DE CR28(Ө 13/16''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR56(□ 7/8''LONGO/MEDE 130.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44C.AEM,JUNTA AUTOMOTIVA,JA685,COMPOSTA DE TA601(Ө 13/16''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA615(□ 7/8''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44C.STU,JUNTA AUTOMOTIVA,CR500,COMPOSTA DE CR28(Ө 13/16''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR53(□ 7/8''CURTO/MEDE 70.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44D.AEM,JUNTA AUTOMOTIVA,JA688,COMPOSTA DE TA601(Ө 13/16''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA628(□ 1 1/8''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44D.STU,JUNTA AUTOMOTIVA,CR555,COMPOSTA DE CR28(Ө 13/16''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR54(□ 1 1/8''CURTO/MEDE 70.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44E.AEM,JUNTA AUTOMOTIVA,JA675,COMPOSTA DE TA611(Ө 13/16''LONGO/CHAVETA 1/4''/MEDE 125.00mm) E TA604(□ 3/4 ''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44E.STU,JUNTA AUTOMOTIVA,CR130,COMPOSTA DE CR40(Ө 13/16''LONGO/CHAVETA 1/4''/MEDE 130.00mm) E CR52(□ 3/4 ''CURTO/MEDE 70.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44F.AEM,JUNTA AUTOMOTIVA,JA690,COMPOSTA DE TA611(Ө 13/16''LONGO/CHAVETA 1/4''/MEDE 125.00mm) E TA615(□ 7/8''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44F.STU,JUNTA AUTOMOTIVA,CR540,COMPOSTA DE CR40(Ө 13/16''LONGO/CHAVETA 1/4''/MEDE 130.00mm) E CR53(□ 7/8''CURTO/MEDE 70.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44G.AEM,JUNTA AUTOMOTIVA,JA661,COMPOSTA DE TA605(Ө 7/8''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA604(□ 3/4 ''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44G.STU,JUNTA AUTOMOTIVA,CR160,COMPOSTA DE CR29(Ө 7/8''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR52(□ 3/4 ''CURTO/MEDE 70.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44H.AEM,JUNTA AUTOMOTIVA,JA682,COMPOSTA DE TA605(Ө 7/8''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA615(□ 7/8 ''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44H.STU,JUNTA AUTOMOTIVA,CR455,COMPOSTA DE CR29(Ө 7/8''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR53(□ 7/8 ''CURTO/MEDE 70.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44I.AEM,JUNTA AUTOMOTIVA,JA659,COMPOSTA DE TA606(Ө 1''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA603(□ 3/4 ''LONGO/MEDE 125.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44I.STH,JUNTA AUTOMOTIVA,HJU833,COMPOSTA DE TA606(Ө 1''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA603(□ 3/4 ''LONGO/MEDE 125.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44I.STU,JUNTA AUTOMOTIVA,CR140,COMPOSTA DE CR35(Ө 1''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR55(□ 3/4 ''LONGO/MEDE 130.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44J.AEM,JUNTA AUTOMOTIVA,JA658,COMPOSTA DE TA606(Ө 1''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA604(□ 3/4 ''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44J.STU,JUNTA AUTOMOTIVA,CR135,COMPOSTA DE CR35(Ө 1''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR52(□ 3/4 ''CURTO/MEDE 70.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44K.AEM,JUNTA AUTOMOTIVA,JA676,"COMPOSTA DE TA604(□ 3/4 ''CURTO/MEDE 75.00mm) E TA609 (FURO REND. DE 25,40mm/CHAV.1/4 LONGO)",TDP SERIE 500,19.00mm,,47.00mm
050.44L.AEM,JUNTA AUTOMOTIVA,JA667,COMPOSTA DE TA606(Ө 1''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA615(□ 7/8 ''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44L.STU,JUNTA AUTOMOTIVA,CR415,COMPOSTA DE CR35(Ө 1''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR53(□ 7/8 ''CURTO/MEDE 70.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44M.AEM,JUNTA AUTOMOTIVA,JA681,COMPOSTA DE TA606(Ө 1''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA621(□ 7/8 ''LONGO/MEDE 125.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44M.STU,JUNTA AUTOMOTIVA,CR141,COMPOSTA DE CR35(Ө 1''CURTO/CHAVETA 1/4''/MEDE 70.00mm) E CR56(□ 7/8 ''LONGO/MEDE 130.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44MA.AEM,JUNTA AUTOMOTIVA,JA684,COMPOSTA DE TA603(Ө 1''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA622(□ 3/4 ''LONGO/MEDE 125.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44N.AEM,JUNTA AUTOMOTIVA,JA601,COMPOSTA DE TA606(Ө 1''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA628(□ 1 1/8 ''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44N.STU,JUNTA AUTOMOTIVA,CR570,COMPOSTA DE CR35(Ө 1''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E CR54(□ 1 1/8 ''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44O.AEM,JUNTA AUTOMOTIVA,JA677,COMPOSTA DE TA605(Ө 7/8''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA602(Ө 3/4''CURTO/MEDE 75.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44O.STU,JUNTA AUTOMOTIVA,CR111,COMPOSTA DE TA601(Ө 13/16''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA621(□ 7/8''LONGO/MEDE 125.00mm),TDP SERIE 500,19.00mm,,47.00mm
050.44P.AEM,JUNTA AUTOMOTIVA,JA669,"COMPOSTA DE TA604(3/4 QUADRADO CURTO/CHAVETA 1/4) E TA616(3/4 REDONDO/CHAVETA 1/4,FURO C/ROSCA 3/8)",TDP SERIE 500,19.00mm,,47.00mm
050.44Q.AEM,JUNTA AUTOMOTIVA,JA668,"COMPOSTA DE TA603(3/4 QUAD.LONGO/FURO C/ROSCA 1/4) E TA616(3/4 REDONDO/CHAVETA 1/4,FURO C/ROSCA 3/8)",TDP SERIE 500,19.00mm,,47.00mm
050.44R.AEM,JUNTA AUTOMOTIVA S.500,JA694,"COMPOSTA DE TA609 COM TA615 1"" LONGO X 7/8 CURTO QUADRADO.",TDP SERIE 500,19.00mm,,47.00mm
050.44X.AEM,JUNTA AUTOMOTIVA,JA605,COMPOSTA DE TA605(Ө 7/8''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA605,TDP SERIE 500,19.00mm,,47.00mm
050.44Z.STH,JUNTA AUTOMOTIVA,HJU 820,COMPOSTA DE TA605(Ө 7/8''CURTO/CHAVETA 1/4''/MEDE 75.00mm) E TA603 ( 3/4 QUADRADO LONGO ),TDP SERIE 500,19.00mm,,47.00mm
050.50.AEM,TERMINAL CURTO FURO REDONDO,TA601,Ө 20.70mm(13/16'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50.LNG,TERMINAL CURTO FURO REDONDO,28.079,Ө 20.70mm(13/16'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50.NOB,TERMINAL CURTO FURO REDONDO,TAN601,Ө 20.70mm(13/16'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50A.AEM,TERMINAL CURTO FURO REDONDO,TA605,Ө 22.22mm(7/8'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50A.BR,TERMINAL CURTO FURO REDONDO,TABR605,Ө 22.22mm(7/8'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50A.LNG,TERMINAL CURTO FURO REDONDO,28.082,Ө 22.22mm(7/8'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50B.AEM,TERMINAL CURTO FURO REDONDO,TA606,Ө 25.40mm(1'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50B.LNG,TERMINAL CURTO FURO REDONDO,28.083,Ө 25.40mm(1'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50C.AEM,TERMINAL CURTO FURO REDONDO,TA608,Ө 19.00mm/SEM CHAVETA/FURO TRANSVERSAL Ө 8.00mm,TDP SERIE 500,19.00mm,,47.00mm
050.50D.AEM,TERMINAL CURTO FURO REDONDO,TA616,Ө 19.20mm(3/4'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50D.LNG,TERMINAL CURTO FURO REDONDO,28.089,Ө 19.20mm(3/4'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.50E.AEM,TERMINAL CURTO FURO REDONDO,TA607,Ө 28.00mm/SEM CHAVETA/FURO PASSANTE Ө 8.00mm,TDP SERIE 500,19.00mm,,47.00mm
050.50F.AEM,TERMINAL CURTO FURO REDONDO,TA643,Ө 20mm/SEM CHAVETA/FURO PASSANTE Ө 6.00mm,TDP SERIE 500,19.00mm,,47.00mm
050.50G.AEM,TERMINAL CURTO FURO REDONDO,TA659,Ө 25mm/SEM CHAVETA/FURO PASSANTE Ө 8.00mm,TDP SERIE 500,19.00mm,,47.00mm
050.50H.AEM,TERMINAL CURTO FURO REDONDO,TA623,"Ө 30.00mm/CHAVETA 5/16''/FURO TRANSVERSAL Ө 10,0 mm",TDP SERIE 500,19.00mm,,56.50mm
050.50I.AEM,TERMINAL CURTO FURO REDONDO,TA602,Ө 20.70mm(13/16'')/FURO TRASVERSAL 8.00mm,TDP SERIE 500,19.00mm,,47.00mm
050.51.AEM,TERMINAL LONGO FURO REDONDO,TA611,Ө 20.70mm(13/16'')/ CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.51.LNG,TERMINAL LONGO FURO REDONDO,28.086,Ө 20.70mm(13/16'')/ CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.51A.AEM,TERMINAL LONGO FURO REDONDO,TA610,Ө 22.22mm(7/8'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.51A.NOB,TERMINAL LONGO FURO REDONDO,TAN610,Ө 22.22mm(7/8'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.51B.AEM,TERMINAL LONGO FURO REDONDO,TA609,Ө 25.40mm(1'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.51B.LNG,TERMINAL LONGO FURO REDONDO,28.084,Ө 25.40mm(1'')/CHAVETA 1/4''/ROSCA 3/8''UNC,TDP SERIE 500,19.00mm,,47.00mm
050.52.AEM,TERMINAL CURTO FURO QUADRADO,TA604,□ 19.05mm(3/4'')/APLICA BARRA 3/4''/F.AO CENTRO DA CZ 75mm,TDP SERIE 500,19.00mm,,47.00mm
050.52A.AEM,TERMINAL CURTO FURO QUADRADO,TA615,□ 22.20mm(7/8'')/APLICA BARRA CC08/COMPRIMENTO 75mm,TDP SERIE 500,19.00mm,,47.00mm
050.52A.BR,TERMINAL CURTO FURO QUADRADO,TABR615,□ 22.20mm(7/8'')/APLICA BARRA CC08/COMPRIMENTO 75mm,TDP SERIE 500,19.00mm,,47.00mm
050.52A.LNG,TERMINAL CURTO FURO QUADRADO,28.088,□ 22.20mm(7/8'')/APLICA BARRA CC08/COMPRIMENTO 75mm,TDP SERIE 500,19.00mm,,47.00mm
050.52A.NOB,TERMINAL CURTO FURO QUADRADO,TAN615,□ 22.20mm(7/8'')/APLICA BARRA CC08/COMPRIMENTO 75mm,TDP SERIE 500,19.00mm,,47.00mm
050.52B.AEM,TERMINAL CURTO FURO QUADRADO,TA628,□ 28.65mm/APLICA TUBO CC07,TDP SERIE 500,19.00mm,,47.00mm
050.52B.LNG,TERMINAL CURTO FURO QUADRADO,28.092,□ 28.65mm/APLICA TUBO CC07,TDP SERIE 500,19.00mm,,47.00mm
050.52C.AEM,TERMINAL CURTO FURO QUADRADO = TA628,TA636,□ 28.65mm/APLICA TUBO CC07,TDP SERIE 500,19.00mm,,47.00mm
050.52D.AEM,TERMINAL CURTO FURO QUADRADO,TA625,□ 19.05mm(3/4'')/APLICA BARRA 3/4''/F.AO CENTRO DA CZ 64mm,TDP SERIE 500,19.00mm,,47.00mm
050.52E.AEM,TERMINAL CURTO FURO QUADRADO,TA631,□ 22.20mm(7/8'')/APLICA BARRA 3/4''/F.AO CENTRO DA CZ 55mm,TDP SERIE 500,19.00mm,,47.00mm
050.53.AEM,TERMINAL LONGO FURO QUADRADO,TA603,□ 19.20mm(3/4'')/FURO GRAXEIRO 1/4'',TDP SERIE 500,19.00mm,,47.00mm
050.53.LNG,TERMINAL LONGO FURO QUADRADO,28.080,□ 19.20mm(3/4'')/FURO GRAXEIRO 1/4'',TDP SERIE 500,19.00mm,,47.00mm
050.53A.AEM,TERMINAL LONGO FURO QUADRADO,TA621,□ 22.20mm(7/8'')/FURO GRAXEIRO 1/4'',TDP SERIE 500,19.00mm,,47.00mm
050.53A.LNG,TERMINAL LONGO FURO QUADRADO,28.091,□ 22.20mm(7/8'')/FURO GRAXEIRO 1/4'',TDP SERIE 500,19.00mm,,47.00mm
050.54.AEM,TERMINAL FLANGEADO,TA626,Ө 97.70mm/4 FUROS Ө 10.50mm/MACHO 60.20mm,TDP SERIE 500,19.00mm,,47.00mm
050.55.AEM,FLANGE ACOPLAMENTO CONICO,TA627,Ө 105.00mm/4 FUROS Ө 10.50mm/CHAVETA 5/16'',TDP SERIE 500,,,
050.59.AEM,BARRA QUADRADA MACHO,TA08/1000,□ 3/4 SAE 1020,TDP SERIE 500,,,
050.T1.0245.LZ,CARDAN COMPLETO,D125,CARDAN COM FLANGE DE 4 FUROS/REVENDA,SERIE 500 POLYSTAR,,,
050.T2.0185.LX,CARDAN COMPLETO CB201105501185,23530,CARDAN COM FLANGE DE 4 FUROS/REVENDA,FORD/PENDULO ECOAT,18.10MM,,46.80MM
050.T2.0220.LX,CARDAN COMPLETO ( SEM FIM ),0.106.140.001,S=220X=30X,AMBEV,,,
050.T2.0285.LX,CARDAN COMPLETO ( DE PINCA ),0.106.100.001,,AMBEV,18.10MM,,46.80MM
050.T2.200.LZ,CARDAN COMPLETO,,AMBEV,ENCHEDORA DE GARRAFAS,,,
5092018,EIXO PROLONGADOR,5092018,,,,,
051.10.AEM,CRUZETA DO CARDAN,CC201/2,SEM GRAXEIRO,TDP SERIE 500,19.00mm,,47.00mm
051.10.CC,CRUZETA DO CARDAN,2929,SEM GRAXEIRO,TDP SERIE 500,19.00mm,,47.00mm
051.10.STH,CRUZETA DO CARDAN,CZ259,SEM GRAXEIRO,TDP SERIE 500,19.00mm,,47.00mm
052.10.STH,CRUZETA DO CARDAN,CZ216,SEM GRAXEIRO,DIVERSAS COLUNAS DE DIRECAO,19.10mm,,47.50mm
052.43.SPI,COLUNA DE DIRECAO,2106.1042/03X,MONTA LADO1=75 ESTRIAS LADO2=75 ESTRIAS/MEDE 400.00mm FACE A FACE FECHADO,ONIBUS SCANIA K112,19.10mm,,47.50mm
052.43.STH,COLUNA DE DIRECAO,RCD101,MONTA LADO1=SEM JUNTA 79 ESTRIAS LADO2=SEM JUNTA 79 ESTRIAS/MEDE 995.00mm FACE A FACE FECHADO,ONIBUS SCANIA K112,19.10mm,,47.50mm
052.43A.SPI,COLUNA DE DIRECAO,2106.1011/01X,MONTA LADO1=36 ESTRIAS LADO2=54 ESTRIAS/MEDE 560.00mm FACE A FACE FECHADO,VW 11.130/DIRECAO ZF,19.10mm,,47.50mm
052.43A.STH,COLUNA DE DIRECAO,RCD102,MONTA LADO1=36 ESTRIAS LADO2=54 ESTRIAS/MEDE 560.00mm FACE A FACE FECHADO,VW 11.130/DIRECAO ZF,19.10mm,,47.50mm
052.43B.SPI,COLUNA DE DIRECAO,2106.1100/01X,MONTA LADO1=79 ESTRIAS LADO2=79 ESTRIAS/MEDE 761.00mm FACE A FACE FECHADO,SCANIA T113/SCANIA T143,19.10mm,,47.50mm
052.43B.STH,COLUNA DE DIRECAO,RCD103,MONTA LADO1=79 ESTRIAS LADO2=79 ESTRIAS/MEDE 770.00mm FACE A FACE FECHADO,SCANIA T113/SCANIA T143,19.10mm,,47.50mm
052.43C.SPI,COLUNA DE DIRECAO,2106.1014/01X,MONTA LADO1=75 ESTRIAS LADO2=75 ESTRIAS/MEDE 761.00mm FACE A FACE FECHADO,VOLVO FM10/VOLVO FM12,19.10mm,,47.50mm
052.43C.STH,COLUNA DE DIRECAO,RCD104,MONTA LADO1=75 ESTRIAS LADO2=75 ESTRIAS/MEDE 770.00mm FACE A FACE FECHADO,VOLVO FM10/VOLVO FM12,19.10mm,,47.50mm
052.43D.SPI,COLUNA DE DIRECAO,2106.1042/04X,MONTA LADO1=75 ESTRIAS LADO2=75 ESTRIAS/MEDE 460.00mm FACE A FACE FECHADO,ONIBUS SCANIA K112,19.10mm,,47.50mm
052.43D.STH,COLUNA DE DIRECAO,RCD105,MONTA LADO1=75 ESTRIAS LADO2=75 ESTRIAS/MEDE 460.00mm FACE A FACE FECHADO,ONIBUS SCANIA K112,19.10mm,,47.50mm
052.43E.SPI,COLUNA DE DIRECAO,2106.1101/01X,MONTA LADO1=79 ESTRIAS LADO2=79 ESTRIAS/MEDE 698.00mm FACE A FACE FECHADO,SCANIA R113/SCANIA R143,19.10mm,,47.50mm
052.43E.STH,COLUNA DE DIRECAO,RCD106,MONTA LADO1=79 ESTRIAS LADO2=79 ESTRIAS/MEDE 695.00mm FACE A FACE FECHADO,SCANIA R113/SCANIA R143,19.10mm,,47.50mm
052.43F.SPI,COLUNA DE DIRECAO,2106.1015/02X,MONTA LADO1=75 ESTRIAS LADO2=75 ESTRIAS/MEDE 698.00mm FACE A FACE FECHADO,SCANIA R112/SCANIA R142,19.10mm,,47.50mm
052.43F.STH,COLUNA DE DIRECAO,RCD107,MONTA LADO1=75 ESTRIAS LADO2=75 ESTRIAS/MEDE 695.00mm FACE A FACE FECHADO,SCANIA R112/SCANIA R142,19.10mm,,47.50mm
052.43G.SPI,COLUNA DE DIRECAO,2106.1015/02X,MONTA LADO1=75 ESTRIAS LADO2=75 ESTRIAS/MEDE 513.00mm FACE A FACE FECHADO,SCANIA L112/SCANIA F112,19.10mm,,47.50mm
052.43G.STH,COLUNA DE DIRECAO,RCD108,MONTA LADO1=75 ESTRIAS LADO2=75 ESTRIAS/MEDE 520.00mm FACE A FACE FECHADO,SCANIA L112/SCANIA F112,19.10mm,,47.50mm
052.43H.SPI,COLUNA DE DIRECAO,2106.1010/01X,MONTA LADO1=36 ESTRIAS LADO2=36 ESTRIAS/MEDE 560.00mm FACE A FACE FECHADO,VW 11.130/VW 13.130/VW 7.110S,19.10mm,,47.50mm
052.43H.STH,COLUNA DE DIRECAO,RCD110,MONTA LADO1=36 ESTRIAS LADO2=36 ESTRIAS/MEDE 560.00mm FACE A FACE FECHADO,VW 11.130/VW 13.130/VW 7.110S,19.10mm,,47.50mm
052.43I.SPI,COLUNA DE DIRECAO,2106.1121/01X,COLUNA COMPLETA/LADO2=RJU842 36 ESTRIAS/MEDE 854.00mm FACE A FACE FECHADO,ONIBUS VW 8.120OD/VW 8.150OD,19.10mm,,47.50mm
052.43I.STH,COLUNA DE DIRECAO,RCD112,MEIA COLUNA APENAS LADO ESTRIADO COM SOLDA/LADO2=RJU842 36 ESTRIAS/MEDE 330.00mm,ONIBUS VW 8.120OD/VW 8.150OD,19.10mm,,47.50mm
052.43J.STH,COLUNA DE DIRECAO,RCD113,MONTA LADO1=79 ESTRIAS LADO2=79 ESTRIAS/MEDE 625.00mm FACE A FACE FECHADO,ONIBUS SCANIA K124,19.10mm,,47.50mm
052.43L.SPI,COLUNA DE DIRECAO,2106.1147X,COLUNA COMPLETA/LADO2=RJU842 36 ESTRIAS/MEDE 854.00mm FACE A FACE FECHADO,MB OF1418,19.10mm,,47.50mm
052.43L.STH,COLUNA DE DIRECAO,RCD139,MONTA LADO1=79 ESTRIAS LADO2=79 ESTRIAS/MEDE 310.00mm FACE A FACE FECHADO,MB OF1418,19.10mm,,47.50mm
052.43M.STH,COLUNA DE DIRECAO,RCD140,MONTA LADO1=36 ESTRIAS LADO2=36 ESTRIAS/MEDE 680.00mm FACE A FACE FECHADO,F12.000/F14.000,19.10mm,,47.50mm
052.43N.SPI,COLUNA DE DIRECAO,2106.1096/01X,MONTA LADO1=79 ESTRIAS LADO2=79 ESTRIAS/MEDE 717.00mm FACE A FACE FECHADO,ONIBUS SCANIA K113,19.10mm,,47.50mm
052.43N.STH,COLUNA DE DIRECAO,RCD141,MONTA LADO1=79 ESTRIAS LADO2=79 ESTRIAS/MEDE 680.00mm FACE A FACE FECHADO,ONIBUS SCANIA K113,19.10mm,,47.50mm
052.43O.STH,COLUNA DE DIRECAO,RCD148,MONTA LADO1=79 ESTRIAS LADO2=66 ESTRIAS/MEDE 610.00mm FACE A FACE FECHADO,IVECO STRALIS 380 NR,19.10mm,,47.50mm
052.43P.STH,COLUNA DE DIRECAO,RCD193,LADO 1 ESTRIADO 79 / LADO 2 ESTRIADO 79,MERCEDES ATEGO TODOS,19.10mm,,47.50mm
052.43Q.STH,COLUNA DE DIRECAO,RCD149,,MB 1938,,,
052.44C.STH,COLUNA DE DIRECAO,RCD191,LADO 1= 36 estrias x LADO 2= 79 estrias / Comprimento fechado= 588 mm,VW 24.250 / VW 24.280,,,
055.10.AEM,CRUZETA DO CARDAN,CW100,COM GRAXEIRO,TDP SERIE 1000 CW,22.00mm,,55.00mm
055.10.CC,CRUZETA DO CARDAN,2687,COM GRAXEIRO,TDP SERIE 1000 CW,22.00mm,,55.00mm
055.10.DIST,CRUZETA DO CARDAN,CW100,COM GRAXEIRO,TDP SERIE 1000 CW,22.00mm,,55.00mm
055.10.RCB,CRUZETA DO CARDAN,,,TDP SERIE 1000 CW,22.00mm,,55.00mm
055.10.SPI,CRUZETA DO CARDAN,5.31000X,COM GRAXEIRO,TDP SERIE 1000 CW,22.00mm,,55.00mm
055.10.STH,CRUZETA DO CARDAN,CZ190,COM GRAXEIRO,TDP SERIE 1000 CW,22.00mm,,55.00mm
055.10A.CC,CRUZETA DO CARDAN,2665,TRAVA INTERNA,DAIHATSU FEROZA,"22,5mm",,"39,0mm"
055.26.FRM,ROLAMENTO,G212-39 V22,,PA CARRECADEIRA CAT 938,,,
055.26.NSK,ROLAMENTO FIXO ESFERA,UC311,INTERNO 75.00mm/EXTERNO 160.00mm/ESPESSURA 55.00mm/AUTOCOMPENSADOR,ESFERA / APERTO RADIAL,,75.00mm,
055.26.RLM,MANCAL DO ROLAMENTO UC,P212,APL1CA ROLAMENTO UC 211,PA CARRECADEIRA CAT 938,,,
055.26.SRM,ROLAMENTO,G211-32,,,,50.00mm,
055.26A.FRM,ROLAMENTO,G210-32 V22,,,,50.00mm,
055.26B.FRM,ROLAMENTO,G206.250,,,,,
055A.26.SNR,ROLAMENTO FIXO ESFERA,UC211,INTERNO 55.00mm/EXTERNO 100.00mm/ESPESSURA 25.00mm/AUTOCOMPENSADOR,ESFERA / APERTO RADIAL,,55.00mm,
055A.27.FRM,MANCAL TIPO FLANGE,F211,,,,,
055A.27.SVR,MANCAL INDUSTRIAL PARA ROLAMENTO,F311,,,,,
055B.27.FRM,MANCAL TIPO FLANGE,F210,ROLAMENTO G 210-32,,,50.00mm,
060.10.ELB,CRUZETA DO CARDAN,0.107.010.0001,,SERIE 107,22.00mm,,58.00mm
060.1000.T7E.LX,CARDAN COMPLETO,0.107.140.0045,MEDIDAS 1840 LZ FLANGE 6 FUROS DE 6MM DIAM 75MM ENCAIXE 42 MM CRUZETA FAMILIA 060.10,AMBEV,,,
062.26.NSK,ROLAMENTO FIXO ESFERA,UC212-39,INTERNO 75.00mm/EXTERNO 160.00mm/ESPESSURA 55.00mm/AUTOCOMPENSADOR,ESFERA / APERTO RADIAL,,62.00mm,
075.26.GBR,ROLAMENTO AUTOCOMPENSADOR CONICO,2212-KC3,Furo 60mm / Externo 110mm/ Largura 28mm / K conico / C3: Folga interna,,,,
075.26.SNR,ROLAMENTO AUTOCOMP.ROLS,1209K C3,INTERNO 45.00mm/EXTERNO 85.00mm/ESPESSURA 19.00mm/AUTOCOMPENSADOR,MFB PC 52,,45.00mm,
075.26.ZWZ,ROLAMENTO AUTOCOMP.ROLS,22315CAC3W33,INTERNO 75.00mm/EXTERNO 160.00mm/ESPESSURA 55.00mm/AUTOCOMPENSADOR,MFB PC 52,,75.00mm,
08.006.27013N,PONTA HOMOC COBALT,08.006.27013N,,,,,
08.012.28014C,COIFA HOMO CAMB ONIX,08.012.28014C,,,,,
08.028.28011D,PONTEIRA DIREC ONIX,08.028.28011D,,,,,
